title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Hyundai Getz 1.4 MT, 2005, 277 000 км, с пробегом, цена 395 000 руб. - Автомобили в Москве",2005,I рестайлинг (2005—2011),277 000 км,7 записей в отчёте Автотеки,3,Не битый,1.4 MT (97 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Серебряный,Левый,KMHB*************,Не интересует,395 000 ₽ — цена выше Авито Оценки,7 записей с 2017 года,ДТП не найдены,3 владельца по ПТС,,1 раз продавался на Авито,Домодедовская:16–20 мин.;Орехово:21–30 мин.;Зябликово:от 31 мин.,Оригинал
"Toyota Corolla 1.6 AT, 2009, 138 242 км, с пробегом, цена 799 000 руб. - Автомобили в Москве",2009,X (2006—2010),138 242 км,8 записей в отчёте Автотеки,1,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Чёрный,Левый,JTNB*************,Возможен,799 000 ₽ — соответствует оценке Авито,8 записей с 2019 года,,,,2 раза продавался на Авито,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,
"Kia K5 2.0 AT, 2021, 118 963 км, с пробегом, цена 1 430 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Audi A6 Allroad Quattro 2.5 AT, 2003, 281 228 км, с пробегом, цена 795 000 руб. - Автомобили в Москве",2003,C5 (2000—2006),281 228 км,12 записей в отчёте Автотеки,4+,Не битый,2.5 TDI quattro Tiptronic (180 л.с.),2.5 л,Дизель,Автомат,Полный,Base,Универсал,Зелёный,Левый,WAUZ*************,Возможен,795 000 ₽ — цена выше Авито Оценки,12 записей с 2013 года,,6 владельцев по ПТС,2 записи с описанием работ,4 раза продавался на Авито,Красногвардейская:до 5 мин.;Зябликово:до 5 мин.;Шипиловская:6–10 мин.,Оригинал
"Opel Astra 1.4 MT, 2003, 195 000 км, с пробегом, цена 249 500 руб. - Автомобили в Москве",2003,G (1998—2009),195 000 км,7 записей в отчёте Автотеки,2,Не битый,1.4 MT (90 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Красный,Левый,W0L0*************,Не интересует,249 500 ₽ — цена ниже Авито Оценки,7 записей с 2017 года,,2 владельца по ПТС,,2 раза продавался на Авито,Бабушкинская:21–30 мин.;Свиблово:от 31 мин.;Медведково:от 31 мин.,Оригинал
"MINI Cooper 1.5 AMT, 2019, 11 100 км, с пробегом, цена 1 969 000 руб. - Автомобили в Москве",2019,III рестайлинг (2018—2021),11 100 км,5 записей в отчёте Автотеки,1,Не битый,1.5 AMT (136 л.с.),1.5 л,Бензин,Робот,Передний,Cooper,Хетчбек 5-дверный,Зелёный,Левый,WMWX*************,Возможен,1 969 000 ₽ — цена ниже Авито Оценки,5 записей с 2020 года,ДТП не найдены,1 владелец по ПТС,1 запись с описанием работ,1 раз продавался на Авито,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,
"BMW 5 серия 3.0 AT, 2007, 266 100 км, с пробегом, цена 1 340 000 руб. - Автомобили в Москве",2007,E60/E61 рестайлинг (2007—2010),266 100 км,8 записей в отчёте Автотеки,2,Не битый,535xi 3.0 AT (300 л.с.),3 л,Бензин,Автомат,Полный,Базовая,Седан,Чёрный,Левый,WBAN*************,Не интересует,1 340 000 ₽ — соответствует оценке Авито,8 записей с 2020 года,,2 владельца по ПТС,,5 раз продавался на Авито,Медведково:21–30 мин.;Бабушкинская:от 31 мин.,Оригинал
"Geely Coolray 1.5 AMT, 2020, 43 806 км, с пробегом, цена 1 050 000 руб. - Автомобили в Москве",2020,I (2019—2024),43 806 км,14 записей в отчёте Автотеки,1,Не битый,1.5 AMT (150 л.с.),1.5 л,Бензин,Робот,Передний,,Внедорожник 5-дверный,Белый,Левый,Y4K8*************,0,1 050 000 ₽ — цена ниже Авито Оценки,14 записей с 2021 года,ДТП не найдены,,13 записей с описанием работ,4 раза продавался на Авито,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал
"Hyundai Sonata 2.5 AT, 2020, 42 000 км, с пробегом, цена 2 590 000 руб. - Автомобили в Москве",2020,VIII (2019—2023),42 000 км,11 записей в отчёте Автотеки,1,Не битый,2.5 AT (180 л.с.),2.5 л,Бензин,Автомат,Передний,Business,Седан,Чёрный,Левый,XWEL*************,Не интересует,2 590 000 ₽ — соответствует оценке Авито,11 записей с 2020 года,ДТП не найдены,1 владелец по ПТС,10 записей с описанием работ,,Улица академика Янгеля:6–10 мин.;Аннино:21–30 мин.;Лесопарковая:21–30 мин.,Оригинал
"Volkswagen Touareg 3.0 AT, 2012, 132 000 км, с пробегом, цена 2 599 000 руб. - Автомобили в Москве",2012,II (2010—2014),132 000 км,6 записей в отчёте Автотеки,2,Не битый,3.0 TDI 4Motion AT (245 л.с.),3 л,Дизель,Автомат,Полный,Exclusive,Внедорожник 5-дверный,Коричневый,Левый,XW8Z*************,0,2 599 000 ₽ — цена выше Авито Оценки,6 записей с 2013 года,ДТП не найдены,2 владельца по ПТС,6 записей с описанием работ,,Кузьминки:до 5 мин.;Окская:21–30 мин.;Волжская:21–30 мин.,Оригинал
"Chery Very 1.5 MT, 2013, 123 000 км, с пробегом, цена 272 000 руб. - Автомо�били в Москве",2013,A13 (2011—2014),123 000 км,4 записи в отчёте Автотеки,2,Не битый,1.5 MT (109 л.с.),1.5 л,Бензин,Механика,Передний,Luxury,Хетчбек 5-дверный,Серый,Левый,Y6DA*************,Не интересует,272 000 ₽ — цена ниже Авито Оценки,4 записи с 2016 года,ДТП не найдены,2 владельца по ПТС,,,ВДНХ:до 5 мин.;Алексеевская:16–20 мин.;Бутырская:от 31 мин.,Оригинал
"Hyundai Grand Starex 2.5 AT, 2010, 187 000 км, с пробегом, цена 1 395 000 руб. - Автомобили в Москве",2010,I (2007—2015),187 000 км,9 записей в отчёте Автотеки,2,Не битый,2.5 CRDi 4WD AT (145 л.с.),2.5 л,Дизель,Автомат,Полный,Базовая,Минивэн,Серебряный,Левый,KMJW*************,Возможен,1 395 000 ₽ — цена ниже Авито Оценки,9 записей с 2012 года,ДТП не найдены,2 владельца по ПТС,,1 раз продавался на Авито,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,
"Mercedes-Benz G-класс AMG 5.4 AT, 2007, 139 600 км, с пробегом, цена 3 750 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Mazda 3 1.6 AT, 2010, 175 452 км, с пробегом, цена 870 000 руб. - Автомобили в Москве",2010,BL (2008—2011),175 452 км,6 записей в отчёте Автотеки,2,Не битый,1.6 AT (105 л.с.),1.6 л,Бензин,Автомат,Передний,Touring,Хетчбек 5-дверный,Белый,Левый,JMZB*************,Не интересует,870 000 ₽ — соответствует оценке Авито,6 записей с 2016 года,ДТП не найдены,2 владельца по ПТС,,,Новопеределкино:6–10 мин.;Боровское шоссе:16–20 мин.;Рассказовка:21–30 мин.,Оригинал
